batch,instance,algo,vertices,layer,fan,disRate,percNeg,cpMult,g_vertices,g_edges,g_diameter,g_max in degree,g_min in degree,g_mean in degree,g_max out degree,g_min out degree,g_mean out degree,g_disRate,g_perc Negative,g_deadline,g_last task Early Finish,effort,NPV,time
"['50', '10', '3', '0', '30']",dg1.tpf,SAA,50,10,3,0,30,2,52,116,8,3,1,1.9795918367346939,3,1,2.122448979591837,0.0,21.153846153846153,168,56,341,1751.0,0.0029904842376708984
"['50', '10', '3', '0', '30']",dg1.tpf,HS,50,10,3,0,30,2,52,116,8,3,1,1.9795918367346939,3,1,2.122448979591837,0.0,21.153846153846153,168,56,154,1751.0,0.0009970664978027344
"['50', '10', '3', '0', '30']",dg1.tpf,RS,50,10,3,0,30,2,52,116,8,3,1,1.9795918367346939,3,1,2.122448979591837,0.0,21.153846153846153,168,56,251,1751.0,0.0009982585906982422
"['50', '10', '3', '0', '30']",dg10.tpf,SAA,50,10,3,0,30,2,52,121,7,3,1,2.122448979591837,3,1,2.142857142857143,0.0,26.923076923076923,129,43,506,1513.0,0.003989458084106445
"['50', '10', '3', '0', '30']",dg10.tpf,HS,50,10,3,0,30,2,52,121,7,3,1,2.122448979591837,3,1,2.142857142857143,0.0,26.923076923076923,129,43,255,1513.0,0.00099945068359375
"['50', '10', '3', '0', '30']",dg10.tpf,RS,50,10,3,0,30,2,52,121,7,3,1,2.122448979591837,3,1,2.142857142857143,0.0,26.923076923076923,129,42,419,1513.0,0.0019931793212890625
"['50', '10', '3', '0', '30']",dg11.tpf,SAA,50,10,3,0,30,2,52,116,9,3,1,2.061224489795918,3,1,2.061224489795918,0.0,21.153846153846153,156,52,476,1922.0,0.0029921531677246094
"['50', '10', '3', '0', '30']",dg11.tpf,HS,50,10,3,0,30,2,52,116,9,3,1,2.061224489795918,3,1,2.061224489795918,0.0,21.153846153846153,156,52,211,1922.0,0.0009992122650146484
"['50', '10', '3', '0', '30']",dg11.tpf,RS,50,10,3,0,30,2,52,116,9,3,1,2.061224489795918,3,1,2.061224489795918,0.0,21.153846153846153,156,52,243,1922.0,0.000997781753540039
"['50', '10', '3', '0', '30']",dg12.tpf,SAA,50,10,3,0,30,2,52,119,7,3,1,2.1020408163265305,3,1,2.1020408163265305,0.0,30.76923076923077,189,63,366,1580.0,0.0029573440551757812
"['50', '10', '3', '0', '30']",dg12.tpf,HS,50,10,3,0,30,2,52,119,7,3,1,2.1020408163265305,3,1,2.1020408163265305,0.0,30.76923076923077,189,63,178,1580.0,0.001994609832763672
"['50', '10', '3', '0', '30']",dg12.tpf,RS,50,10,3,0,30,2,52,119,7,3,1,2.1020408163265305,3,1,2.1020408163265305,0.0,30.76923076923077,189,63,303,1580.0,0.0019953250885009766
"['50', '10', '3', '0', '30']",dg13.tpf,SAA,50,10,3,0,30,2,52,117,9,3,1,2.0,3,1,2.1020408163265305,0.0,36.53846153846153,165,55,549,1227.0,0.006020784378051758
"['50', '10', '3', '0', '30']",dg13.tpf,HS,50,10,3,0,30,2,52,117,9,3,1,2.0,3,1,2.1020408163265305,0.0,36.53846153846153,165,55,273,1227.0,0.0009980201721191406
"['50', '10', '3', '0', '30']",dg13.tpf,RS,50,10,3,0,30,2,52,117,9,3,1,2.0,3,1,2.1020408163265305,0.0,36.53846153846153,165,55,425,1227.0,0.0019969940185546875
