batch,instance,algo,vertices,layer,fan,disRate,percNeg,cpMult,g_vertices,g_edges,g_diameter,g_max in degree,g_min in degree,g_mean in degree,g_max out degree,g_min out degree,g_mean out degree,g_disRate,g_perc Negative,g_deadline,g_last task Early Finish,effort,NPV,time
Random,1.tpf,SAA,72,25,2,5.0,84.0,1.0,72,133,8,2,1,1.5797101449275361,2,1,1.608695652173913,0.05,81.94444444444444,98,49,4359,87.41444726286296,0.012965202331542969
Random,1.tpf,HS,72,25,2,5.0,84.0,1.0,72,133,8,2,1,1.5797101449275361,2,1,1.608695652173913,0.05,81.94444444444444,98,49,2985,87.41444726286296,0.013962745666503906
Random,1.tpf,RS,72,25,2,5.0,84.0,1.0,72,133,8,2,1,1.5797101449275361,2,1,1.608695652173913,0.05,81.94444444444444,98,49,13483,87.41444726286296,0.08676815032958984
Random,10.tpf,SAA,47,28,2,0.0,100.0,2.0,47,86,8,2,1,1.5909090909090908,2,1,1.6363636363636365,0.0,95.74468085106383,168,56,2218,-1083.0,0.0069806575775146484
Random,10.tpf,HS,47,28,2,0.0,100.0,2.0,47,86,8,2,1,1.5909090909090908,2,1,1.6363636363636365,0.0,95.74468085106383,168,56,1802,-1083.0,0.003988742828369141
Random,10.tpf,RS,47,28,2,0.0,100.0,2.0,47,86,8,2,1,1.5909090909090908,2,1,1.6363636363636365,0.0,95.74468085106383,168,56,11701,-1083.0,0.05186271667480469
Random,100.tpf,SAA,82,20,2,0.0,100.0,1.0,82,150,8,2,1,1.5822784810126582,2,1,1.5822784810126582,0.0,97.5609756097561,100,50,6641,-2004.0,0.023935556411743164
Random,100.tpf,HS,82,20,2,0.0,100.0,1.0,82,150,8,2,1,1.5822784810126582,2,1,1.5822784810126582,0.0,97.5609756097561,100,50,5347,-2004.0,0.01795339584350586
Random,100.tpf,RS,82,20,2,0.0,100.0,1.0,82,150,8,2,1,1.5822784810126582,2,1,1.5822784810126582,0.0,97.5609756097561,100,50,21296,-2004.0,0.13962626457214355
Random,1000.tpf,SAA,77,39,2,5.0,21.0,2.0,77,140,9,2,1,1.554054054054054,2,1,1.5945945945945945,0.05,14.285714285714285,132,44,3359,1467.378914409899,0.01595759391784668
Random,1000.tpf,HS,77,39,2,5.0,21.0,2.0,77,140,9,2,1,1.554054054054054,2,1,1.5945945945945945,0.05,14.285714285714285,132,44,317,1467.378914409899,0.0019948482513427734
Random,1000.tpf,RS,77,39,2,5.0,21.0,2.0,77,140,9,2,1,1.554054054054054,2,1,1.5945945945945945,0.05,14.285714285714285,132,44,504,1467.378914409899,0.0019943714141845703
Random,1001.tpf,SAA,49,6,3,6.0,45.0,2.0,49,113,8,3,1,2.152173913043478,3,1,2.152173913043478,0.06,42.857142857142854,150,50,2016,224.30421662342397,0.007979631423950195
Random,1001.tpf,HS,49,6,3,6.0,45.0,2.0,49,113,8,3,1,2.152173913043478,3,1,2.152173913043478,0.06,42.857142857142854,150,50,520,224.30421662342397,0.0019960403442382812
Random,1001.tpf,RS,49,6,3,6.0,45.0,2.0,49,113,8,3,1,2.152173913043478,3,1,2.152173913043478,0.06,42.857142857142854,150,50,1012,224.30421662342397,0.004985332489013672
Random,1002.tpf,SAA,56,42,3,4.0,41.0,2.0,56,130,8,3,1,2.207547169811321,3,1,2.2264150943396226,0.04,26.785714285714285,255,85,2566,542.5500064148648,0.011970043182373047
Random,1002.tpf,HS,56,42,3,4.0,41.0,2.0,56,130,8,3,1,2.207547169811321,3,1,2.2264150943396226,0.04,26.785714285714285,255,85,271,542.5500064148648,0.0009965896606445312
Random,1002.tpf,RS,56,42,3,4.0,41.0,2.0,56,130,8,3,1,2.207547169811321,3,1,2.2264150943396226,0.04,26.785714285714285,255,85,635,542.5500064148648,0.002991914749145508
Random,1003.tpf,SAA,70,12,3,8.0,56.0,1.0,70,159,7,3,1,2.029850746268657,3,1,2.1194029850746268,0.08,48.57142857142857,126,63,11749,227.88286517083876,0.039929866790771484
Random,1003.tpf,HS,70,12,3,8.0,56.0,1.0,70,159,7,3,1,2.029850746268657,3,1,2.1194029850746268,0.08,48.57142857142857,126,63,2898,227.88286517083876,0.00997304916381836
Random,1003.tpf,RS,70,12,3,8.0,56.0,1.0,70,159,7,3,1,2.029850746268657,3,1,2.1194029850746268,0.08,48.57142857142857,126,63,4771,227.88286517083876,0.019982576370239258
Random,1004.tpf,SAA,47,20,3,15.0,31.0,2.0,47,111,8,3,1,2.2045454545454546,3,1,2.272727272727273,0.15,27.659574468085108,183,61,2567,104.53755780077879,0.01097249984741211
Random,1004.tpf,HS,47,20,3,15.0,31.0,2.0,47,111,8,3,1,2.2045454545454546,3,1,2.272727272727273,0.15,27.659574468085108,183,61,520,104.53755780077879,0.0029921531677246094
Random,1004.tpf,RS,47,20,3,15.0,31.0,2.0,47,111,8,3,1,2.2045454545454546,3,1,2.272727272727273,0.15,27.659574468085108,183,51,813,104.53755780077879,0.004989147186279297
Random,1005.tpf,SAA,68,33,3,10.0,0.0,2.0,68,162,8,3,1,2.230769230769231,3,1,2.1846153846153844,0.1,0.0,243,81,764,754.7798592333983,0.003988504409790039
Random,1005.tpf,HS,68,33,3,10.0,0.0,2.0,68,162,8,3,1,2.230769230769231,3,1,2.1846153846153844,0.1,0.0,243,81,68,754.7798592333983,0.0
Random,1005.tpf,RS,68,33,3,10.0,0.0,2.0,68,162,8,3,1,2.230769230769231,3,1,2.1846153846153844,0.1,0.0,243,81,68,754.7798592333983,0.0
Random,1006.tpf,SAA,59,10,2,13.0,74.0,2.0,59,108,8,2,1,1.5892857142857142,2,1,1.6071428571428572,0.13,67.79661016949152,132,44,2447,189.87058237009126,0.008976459503173828
Random,1006.tpf,HS,59,10,2,13.0,74.0,2.0,59,108,8,2,1,1.5892857142857142,2,1,1.6071428571428572,0.13,67.79661016949152,132,44,1387,189.87058237009126,0.003987312316894531
Random,1006.tpf,RS,59,10,2,13.0,74.0,2.0,59,108,8,2,1,1.5892857142857142,2,1,1.6071428571428572,0.13,67.79661016949152,132,44,4135,189.87058237009126,0.0219419002532959
Random,1007.tpf,SAA,19,4,2,19.0,72.0,1.0,19,33,6,2,1,1.375,2,1,1.4375,0.19,73.68421052631578,52,26,319,0.18390162477531705,0.001993417739868164
Random,1007.tpf,HS,19,4,2,19.0,72.0,1.0,19,33,6,2,1,1.375,2,1,1.4375,0.19,73.68421052631578,52,26,206,0.18390162477531705,0.0
Random,1007.tpf,RS,19,4,2,19.0,72.0,1.0,19,33,6,2,1,1.375,2,1,1.4375,0.19,73.68421052631578,52,26,371,0.18390162477531705,0.001993417739868164
Random,1008.tpf,SAA,36,10,3,2.0,39.0,2.0,36,78,8,3,1,1.9696969696969697,3,1,2.090909090909091,0.02,16.666666666666664,159,53,574,802.1695318123705,0.0029909610748291016
Random,1008.tpf,HS,36,10,3,2.0,39.0,2.0,36,78,8,3,1,1.9696969696969697,3,1,2.090909090909091,0.02,16.666666666666664,159,53,83,802.1695318123705,0.0
Random,1008.tpf,RS,36,10,3,2.0,39.0,2.0,36,78,8,3,1,1.9696969696969697,3,1,2.090909090909091,0.02,16.666666666666664,159,48,74,802.1695318123705,0.0
Random,1009.tpf,SAA,57,49,3,2.0,64.0,2.0,57,135,8,3,1,2.1296296296296298,3,1,2.2777777777777777,0.02,68.42105263157895,216,72,4679,127.2817228497393,0.015958070755004883
Random,1009.tpf,HS,57,49,3,2.0,64.0,2.0,57,135,8,3,1,2.1296296296296298,3,1,2.2777777777777777,0.02,68.42105263157895,216,72,1670,127.2817228497393,0.004984617233276367
Random,1009.tpf,RS,57,49,3,2.0,64.0,2.0,57,135,8,3,1,2.1296296296296298,3,1,2.2777777777777777,0.02,68.42105263157895,216,72,6998,127.2817228497393,0.030919313430786133
Random,101.tpf,SAA,35,26,3,8.0,14.0,1.0,35,80,8,3,1,2.0625,3,1,2.1875,0.08,11.428571428571429,160,80,496,264.8318212105954,0.0019936561584472656
Random,101.tpf,HS,35,26,3,8.0,14.0,1.0,35,80,8,3,1,2.0625,3,1,2.1875,0.08,11.428571428571429,160,80,95,264.8318212105954,0.0
Random,101.tpf,RS,35,26,3,8.0,14.0,1.0,35,80,8,3,1,2.0625,3,1,2.1875,0.08,11.428571428571429,160,80,161,264.8318212105954,0.0010356903076171875
