batch,instance,algo,vertices,layer,fan,disRate,percNeg,cpMult,g_vertices,g_edges,g_diameter,g_max in degree,g_min in degree,g_mean in degree,g_max out degree,g_min out degree,g_mean out degree,g_disRate,g_perc Negative,g_deadline,g_last task Early Finish,effort,NPV,time
Random,1.tpf,SAA,67,8,4,22.0,30.0,1.5,67,193,7,4,1,2.71875,4,1,2.75,0.22,32.83582089552239,140,56,5009,92.27072333715266,0.01675248146057129
Random,1.tpf,HS,67,8,4,22.0,30.0,1.5,67,193,7,4,1,2.71875,4,1,2.75,0.22,32.83582089552239,140,56,2204,92.27072333715266,0.020708322525024414
Random,1.tpf,RS,67,8,4,22.0,30.0,1.5,67,193,7,4,1,2.71875,4,1,2.75,0.22,32.83582089552239,140,56,22979,92.27072333715266,0.13350772857666016
Random,100.tpf,SAA,102,4,3,34.0,7.0,2.0,102,236,7,3,1,2.01010101010101,3,1,2.01010101010101,0.34,7.8431372549019605,108,36,10486,206.13038170286634,0.05238771438598633
Random,100.tpf,HS,102,4,3,34.0,7.0,2.0,102,236,7,3,1,2.01010101010101,3,1,2.01010101010101,0.34,7.8431372549019605,108,36,650,206.13038170286634,0.015588521957397461
Random,100.tpf,RS,102,4,3,34.0,7.0,2.0,102,236,7,3,1,2.01010101010101,3,1,2.01010101010101,0.34,7.8431372549019605,108,36,963,206.13038170286634,0.01685023307800293
Random,102.tpf,SAA,39,4,2,27.0,48.0,1.0,39,72,7,2,1,1.5555555555555556,2,1,1.6388888888888888,0.27,61.53846153846154,78,39,1197,17.901520230388797,0.004553794860839844
Random,102.tpf,HS,39,4,2,27.0,48.0,1.0,39,72,7,2,1,1.5555555555555556,2,1,1.6388888888888888,0.27,61.53846153846154,78,39,612,17.901520230388797,0.0
Random,102.tpf,RS,39,4,2,27.0,48.0,1.0,39,72,7,2,1,1.5555555555555556,2,1,1.6388888888888888,0.27,61.53846153846154,78,39,1863,17.90142443408009,0.015585184097290039
Random,103.tpf,SAA,94,5,3,9.0,28.0,1.0,94,211,7,3,1,2.0,3,1,2.032967032967033,0.09,25.53191489361702,92,46,6917,685.7644685307401,0.032518863677978516
Random,103.tpf,HS,94,5,3,9.0,28.0,1.0,94,211,7,3,1,2.0,3,1,2.032967032967033,0.09,25.53191489361702,92,46,931,685.7644685307401,0.0
Random,103.tpf,RS,94,5,3,9.0,28.0,1.0,94,211,7,3,1,2.0,3,1,2.032967032967033,0.09,25.53191489361702,92,46,2130,683.9096030747297,0.005554914474487305
Random,104.tpf,SAA,63,5,3,36.0,15.0,1.0,63,149,7,3,1,2.1666666666666665,3,1,2.1333333333333333,0.36,22.22222222222222,86,43,5297,65.50388622285416,0.015672683715820312
