,batch,instance,algo,par_Vertices,par_Layer,par_Fan,par_DicountedRate,par_PercNeg,par_CP,vertices,edges,diameter,max in degree,min in degree,mean in degree,max out degree,min out degree,mean out degree,discounted Rate,negative activities,deadline,last task Early Finish,effort,NPV,time
996,"['100', '10', '3', '20', '50']",dg398.tpf,SAA,100,10,3,20,50,1,102,238,8,3,1,2.111111111111111,3,1,2.111111111111111,0.2,41.17647058823529,134,67,3905,251.554910224084,0.045153141021728516
997,"['100', '10', '3', '20', '50']",dg398.tpf,HS,100,10,3,20,50,1,102,238,8,3,1,2.111111111111111,3,1,2.111111111111111,0.2,41.17647058823529,134,67,3071,251.554910224084,0.030027151107788086
998,"['100', '10', '3', '20', '50']",dg398.tpf,RS,100,10,3,20,50,1,102,238,8,3,1,2.111111111111111,3,1,2.111111111111111,0.2,41.17647058823529,134,60,11002,251.554910224084,0.13348817825317383
999,"['100', '10', '3', '20', '50']",dg399.tpf,SAA,100,10,3,20,50,1,102,240,9,3,1,2.1616161616161618,3,1,2.1515151515151514,0.2,39.21568627450981,122,61,3391,271.7061634253947,0.03434586524963379
1000,"['100', '10', '3', '20', '50']",dg399.tpf,HS,100,10,3,20,50,1,102,240,9,3,1,2.1616161616161618,3,1,2.1515151515151514,0.2,39.21568627450981,122,61,2604,271.7061634253947,0.026595354080200195
1001,"['100', '10', '3', '20', '50']",dg399.tpf,RS,100,10,3,20,50,1,102,240,9,3,1,2.1616161616161618,3,1,2.1515151515151514,0.2,39.21568627450981,122,61,21124,270.6350018131877,0.24760699272155762
1002,"['100', '10', '3', '20', '50']",dg4.tpf,SAA,100,10,3,20,50,1,102,240,9,3,1,2.111111111111111,3,1,2.1616161616161618,0.2,57.84313725490197,124,62,7054,116.7629796230948,0.06281852722167969
1003,"['100', '10', '3', '20', '50']",dg4.tpf,HS,100,10,3,20,50,1,102,240,9,3,1,2.111111111111111,3,1,2.1616161616161618,0.2,57.84313725490197,124,62,5574,116.7629796230948,0.03719019889831543
1004,"['100', '10', '3', '20', '50']",dg4.tpf,RS,100,10,3,20,50,1,102,240,9,3,1,2.111111111111111,3,1,2.1616161616161618,0.2,57.84313725490197,124,62,50417,113.624077930394,0.5621354579925537
1005,"['100', '10', '3', '20', '50']",dg40.tpf,SAA,100,10,3,20,50,1,102,240,9,3,1,2.1515151515151514,3,1,2.1616161616161618,0.2,51.9607843137255,140,70,6418,123.57902823401803,0.05222177505493164
