id,algo,vertices,layer,fan,disRate,percNeg,cpMult,effort,time,Edges,Diameter,Max in degree,Min in degree,Mean in degree,Max out degree,Min out degree,Mean out degree,Discounted Rate,Negative activities,Deadline,Last task Early Finish,Unit Effort,NPV,Time
171,RS,50,10,2,10,20,2,979,0,92,9,2,1,"1,489795918",2,1,"1,551020408","0,1","21,15384615",147,49,979,"300,977065",0
172,SAA,50,10,2,10,20,2,263,0,94,8,2,1,"1,551020408",2,1,"1,591836735","0,1","5,769230769",126,42,263,"464,9524474",0
173,HS,50,10,2,10,20,2,112,0,94,8,2,1,"1,551020408",2,1,"1,591836735","0,1","5,769230769",126,42,112,"464,9524474",0
174,RS,50,10,2,10,20,2,128,"0,00099682808",94,8,2,1,"1,551020408",2,1,"1,591836735","0,1","5,769230769",126,39,128,"464,9524474","0,00099682808"
175,SAA,50,10,2,10,20,2,561,"0,01562404633",94,8,2,1,"1,530612245",2,1,"1,632653061","0,1",25,156,52,561,"380,2296579","0,01562404633"
176,HS,50,10,2,10,20,2,302,"0,01562023163",94,8,2,1,"1,530612245",2,1,"1,632653061","0,1",25,156,52,302,"380,2296579","0,01562023163"
177,RS,50,10,2,10,20,2,554,"0,01562285423",94,8,2,1,"1,530612245",2,1,"1,632653061","0,1",25,156,50,554,"380,2296579","0,01562285423"
178,SAA,50,10,2,10,20,2,497,0,88,9,2,1,"1,448979592",2,1,"1,489795918","0,1","23,07692308",156,52,497,"557,8186226",0
179,HS,50,10,2,10,20,2,276,0,88,9,2,1,"1,448979592",2,1,"1,489795918","0,1","23,07692308",156,52,276,"557,8186226",0
180,RS,50,10,2,10,20,2,502,0,88,9,2,1,"1,448979592",2,1,"1,489795918","0,1","23,07692308",156,52,502,"557,8186226",0
181,SAA,50,10,2,10,40,1,1100,"0,01562166214",95,7,2,1,"1,510204082",2,1,"1,510204082","0,1","38,46153846",88,44,1100,"299,8120679","0,01562166214"
182,HS,50,10,2,10,40,1,726,0,95,7,2,1,"1,510204082",2,1,"1,510204082","0,1","38,46153846",88,44,726,"299,8120679",0
183,RS,50,10,2,10,40,1,884,0,95,7,2,1,"1,510204082",2,1,"1,510204082","0,1","38,46153846",88,44,884,"299,8120679",0
184,SAA,50,10,2,10,40,1,1088,0,95,7,2,1,"1,551020408",2,1,"1,591836735","0,1","46,15384615",84,42,1088,"267,6974488",0
185,HS,50,10,2,10,40,1,731,"0,01562643051",95,7,2,1,"1,551020408",2,1,"1,591836735","0,1","46,15384615",84,42,731,"267,6974488","0,01562643051"
186,RS,50,10,2,10,40,1,3053,"0,01561999321",95,7,2,1,"1,551020408",2,1,"1,591836735","0,1","46,15384615",84,42,3053,"267,6974488","0,01561999321"
187,SAA,50,10,2,10,40,1,728,"0,01562166214",94,7,2,1,"1,510204082",2,1,"1,530612245","0,1","42,30769231",80,40,728,"291,8125474","0,01562166214"
188,HS,50,10,2,10,40,1,503,"0,0156211853",94,7,2,1,"1,510204082",2,1,"1,530612245","0,1","42,30769231",80,40,503,"291,8125474","0,0156211853"
189,RS,50,10,2,10,40,1,1556,"0,01562023163",94,7,2,1,"1,510204082",2,1,"1,530612245","0,1","42,30769231",80,40,1556,"287,4751203","0,01562023163"
190,SAA,50,10,2,10,40,1,882,"0,01296615601",95,9,2,1,"1,571428571",2,1,"1,571428571","0,1","44,23076923",90,45,882,"381,6351943","0,01296615601"
191,HS,50,10,2,10,40,1,539,"0,00598526001",95,9,2,1,"1,571428571",2,1,"1,571428571","0,1","44,23076923",90,45,539,"381,6351943","0,00598526001"
192,RS,50,10,2,10,40,1,1157,"0,00797843933",95,9,2,1,"1,571428571",2,1,"1,571428571","0,1","44,23076923",90,45,1157,"381,0521071","0,00797843933"
193,SAA,50,10,2,10,40,1,792,"0,004986763",94,9,2,1,"1,551020408",2,1,"1,571428571","0,1","42,30769231",106,53,792,"282,5410906","0,004986763"
194,HS,50,10,2,10,40,1,555,0,94,9,2,1,"1,551020408",2,1,"1,571428571","0,1","42,30769231",106,53,555,"282,5410906",0
195,RS,50,10,2,10,40,1,1092,"0,01562213898",94,9,2,1,"1,551020408",2,1,"1,571428571","0,1","42,30769231",106,45,1092,"282,5410906","0,01562213898"
196,SAA,50,10,2,10,40,1,1107,"0,02249193192",92,9,2,1,"1,530612245",2,1,"1,591836735","0,1","42,30769231",86,43,1107,"200,128594","0,02249193192"
197,HS,50,10,2,10,40,1,642,0,92,9,2,1,"1,530612245",2,1,"1,591836735","0,1","42,30769231",86,43,642,"200,128594",0
198,RS,50,10,2,10,40,1,1374,0,92,9,2,1,"1,530612245",2,1,"1,591836735","0,1","42,30769231",86,43,1374,"200,128594",0
199,SAA,50,10,2,10,40,1,1099,0,95,7,2,1,"1,530612245",2,1,"1,551020408","0,1",50,88,44,1099,"262,0079016",0
200,HS,50,10,2,10,40,1,824,0,95,7,2,1,"1,530612245",2,1,"1,551020408","0,1",50,88,44,824,"262,0079016",0
201,RS,50,10,2,10,40,1,2907,"0,01562666893",95,7,2,1,"1,530612245",2,1,"1,551020408","0,1",50,88,38,2907,"262,0079016","0,01562666893"
202,SAA,50,10,2,10,40,1,814,"0,0156223774",94,8,2,1,"1,632653061",2,1,"1,612244898","0,1","44,23076923",104,52,814,"246,3821778","0,0156223774"
203,HS,50,10,2,10,40,1,579,0,94,8,2,1,"1,632653061",2,1,"1,612244898","0,1","44,23076923",104,52,579,"246,3821778",0
204,RS,50,10,2,10,40,1,1171,0,94,8,2,1,"1,632653061",2,1,"1,612244898","0,1","44,23076923",104,52,1171,"246,3821778",0
205,SAA,50,10,2,10,40,1,668,"0,0156223774",94,8,2,1,"1,551020408",2,1,"1,591836735","0,1","38,46153846",106,53,668,"215,3908936","0,0156223774"
206,HS,50,10,2,10,40,1,432,0,94,8,2,1,"1,551020408",2,1,"1,591836735","0,1","38,46153846",106,53,432,"215,3908936",0
207,RS,50,10,2,10,40,1,904,"0,00797939301",94,8,2,1,"1,551020408",2,1,"1,591836735","0,1","38,46153846",106,52,904,"215,3908936","0,00797939301"
208,SAA,50,10,2,10,40,1,1317,0,96,9,2,1,"1,591836735",2,1,"1,632653061","0,1","40,38461538",94,47,1317,"261,5345017",0
209,HS,50,10,2,10,40,1,642,"0,0156223774",96,9,2,1,"1,591836735",2,1,"1,632653061","0,1","40,38461538",94,47,642,"261,5345017","0,0156223774"
210,RS,50,10,2,10,40,1,1453,"0,01501107216",96,9,2,1,"1,591836735",2,1,"1,632653061","0,1","40,38461538",94,47,1453,"261,5345017","0,01501107216"
211,SAA,50,10,2,10,40,2,601,"0,01562190056",93,8,2,1,"1,591836735",2,1,"1,591836735","0,1","30,76923077",132,44,601,"259,9179731","0,01562190056"
212,HS,50,10,2,10,40,2,335,0,93,8,2,1,"1,591836735",2,1,"1,591836735","0,1","30,76923077",132,44,335,"259,9179731",0
213,RS,50,10,2,10,40,2,574,0,93,8,2,1,"1,591836735",2,1,"1,591836735","0,1","30,76923077",132,44,574,"259,2529077",0
214,SAA,50,10,2,10,40,2,691,"0,01562786102",91,9,2,1,"1,530612245",2,1,"1,551020408","0,1","36,53846154",165,55,691,"239,8904523","0,01562786102"
215,HS,50,10,2,10,40,2,410,0,91,9,2,1,"1,530612245",2,1,"1,551020408","0,1","36,53846154",165,55,410,"239,8904523",0
216,RS,50,10,2,10,40,2,725,"0,01562166214",91,9,2,1,"1,530612245",2,1,"1,551020408","0,1","36,53846154",165,50,725,"239,8904523","0,01562166214"
217,SAA,50,10,2,10,40,2,675,0,97,7,2,1,"1,612244898",2,1,"1,632653061","0,1","38,46153846",162,54,675,"372,054013",0
218,HS,50,10,2,10,40,2,461,0,97,7,2,1,"1,612244898",2,1,"1,632653061","0,1","38,46153846",162,54,461,"372,054013",0
219,RS,50,10,2,10,40,2,910,0,97,7,2,1,"1,612244898",2,1,"1,632653061","0,1","38,46153846",162,54,910,"372,054013",0
220,SAA,50,10,2,10,40,2,772,"0,01563286781",91,9,2,1,"1,530612245",2,1,"1,510204082","0,1","38,46153846",120,40,772,"225,868957","0,01563286781"
221,HS,50,10,2,10,40,2,395,0,91,9,2,1,"1,530612245",2,1,"1,510204082","0,1","38,46153846",120,40,395,"225,868957",0
222,RS,50,10,2,10,40,2,850,0,91,9,2,1,"1,530612245",2,1,"1,510204082","0,1","38,46153846",120,40,850,"225,868957",0
223,SAA,50,10,2,10,40,2,663,0,92,8,2,1,"1,530612245",2,1,"1,489795918","0,1","40,38461538",126,42,663,"430,251661",0
224,HS,50,10,2,10,40,2,449,0,92,8,2,1,"1,530612245",2,1,"1,489795918","0,1","40,38461538",126,42,449,"430,251661",0
225,RS,50,10,2,10,40,2,1468,0,92,8,2,1,"1,530612245",2,1,"1,489795918","0,1","40,38461538",126,42,1468,"430,251661",0
226,SAA,50,10,2,10,40,2,793,"0,01562142372",92,9,2,1,"1,571428571",2,1,"1,571428571","0,1","46,15384615",168,56,793,"273,7190564","0,01562142372"
227,HS,50,10,2,10,40,2,576,"0,01563167572",92,9,2,1,"1,571428571",2,1,"1,571428571","0,1","46,15384615",168,56,576,"273,7190564","0,01563167572"
228,RS,50,10,2,10,40,2,1845,"0,01562309265",92,9,2,1,"1,571428571",2,1,"1,571428571","0,1","46,15384615",168,56,1845,"273,7190564","0,01562309265"
229,SAA,50,10,2,10,40,2,666,"0,01562261581",92,7,2,1,"1,510204082",2,1,"1,510204082","0,1","42,30769231",120,40,666,"397,3304332","0,01562261581"
230,HS,50,10,2,10,40,2,473,0,92,7,2,1,"1,510204082",2,1,"1,510204082","0,1","42,30769231",120,40,473,"397,3304332",0
231,RS,50,10,2,10,40,2,1139,0,92,7,2,1,"1,510204082",2,1,"1,510204082","0,1","42,30769231",120,40,1139,"397,3304332",0
232,SAA,50,10,2,10,40,2,778,0,95,7,2,1,"1,510204082",2,1,"1,571428571","0,1","46,15384615",114,38,778,"310,095273",0
233,HS,50,10,2,10,40,2,574,"0,00650906563",95,7,2,1,"1,510204082",2,1,"1,571428571","0,1","46,15384615",114,38,574,"310,095273","0,00650906563"
234,RS,50,10,2,10,40,2,905,0,95,7,2,1,"1,510204082",2,1,"1,571428571","0,1","46,15384615",114,38,905,"310,095273",0
235,SAA,50,10,2,10,40,2,761,"0,01562166214",95,8,2,1,"1,571428571",2,1,"1,571428571","0,1","38,46153846",153,51,761,"403,7264694","0,01562166214"
236,HS,50,10,2,10,40,2,396,0,95,8,2,1,"1,571428571",2,1,"1,571428571","0,1","38,46153846",153,51,396,"403,7264694",0
237,RS,50,10,2,10,40,2,792,0,95,8,2,1,"1,571428571",2,1,"1,571428571","0,1","38,46153846",153,51,792,"401,1353179",0
238,SAA,50,10,2,10,40,2,1218,0,93,8,2,1,"1,551020408",2,1,"1,530612245","0,1","55,76923077",153,51,1218,"192,8800792",0
239,HS,50,10,2,10,40,2,839,0,93,8,2,1,"1,551020408",2,1,"1,530612245","0,1","55,76923077",153,51,839,"192,8800792",0
240,RS,50,10,2,10,40,2,2220,"0,01562428474",93,8,2,1,"1,551020408",2,1,"1,530612245","0,1","55,76923077",153,51,2220,"192,8800777","0,01562428474"
241,SAA,50,10,2,10,60,1,1255,0,91,9,2,1,"1,510204082",2,1,"1,571428571","0,1","65,38461538",96,48,1255,"109,7265839",0
242,HS,50,10,2,10,60,1,1049,0,91,9,2,1,"1,510204082",2,1,"1,571428571","0,1","65,38461538",96,48,1049,"109,7265839",0
243,RS,50,10,2,10,60,1,3037,"0,03174805641",91,9,2,1,"1,510204082",2,1,"1,571428571","0,1","65,38461538",96,48,3037,"101,6741207","0,03174805641"
244,SAA,50,10,2,10,60,1,1102,"0,01562690735",97,7,2,1,"1,571428571",2,1,"1,591836735","0,1","46,15384615",84,42,1102,"224,5407795","0,01562690735"
245,HS,50,10,2,10,60,1,783,0,97,7,2,1,"1,571428571",2,1,"1,591836735","0,1","46,15384615",84,42,783,"224,5407795",0
246,RS,50,10,2,10,60,1,2125,"0,0156223774",97,7,2,1,"1,571428571",2,1,"1,591836735","0,1","46,15384615",84,42,2125,"224,5407795","0,0156223774"
247,SAA,50,10,2,10,60,1,982,"0,0156288147",96,8,2,1,"1,530612245",2,1,"1,571428571","0,1","48,07692308",78,39,982,"207,8506896","0,0156288147"
248,HS,50,10,2,10,60,1,658,0,96,8,2,1,"1,530612245",2,1,"1,571428571","0,1","48,07692308",78,39,658,"207,8506896",0
249,RS,50,10,2,10,60,1,1081,0,96,8,2,1,"1,530612245",2,1,"1,571428571","0,1","48,07692308",78,39,1081,"207,8506896",0
250,SAA,50,10,2,10,60,1,896,0,91,9,2,1,"1,530612245",2,1,"1,510204082","0,1",50,108,54,896,"139,7725607",0
251,HS,50,10,2,10,60,1,555,0,91,9,2,1,"1,530612245",2,1,"1,510204082","0,1",50,108,54,555,"139,7725607",0
252,RS,50,10,2,10,60,1,2826,"0,03124189377",91,9,2,1,"1,530612245",2,1,"1,510204082","0,1",50,108,54,2826,"139,2812395","0,03124189377"
253,SAA,50,10,2,10,60,1,862,0,88,11,2,1,"1,489795918",2,1,"1,469387755","0,1","46,15384615",112,56,862,"230,7990425",0
254,HS,50,10,2,10,60,1,539,0,88,11,2,1,"1,489795918",2,1,"1,469387755","0,1","46,15384615",112,56,539,"230,7990425",0
255,RS,50,10,2,10,60,1,1272,"0,01562356949",88,11,2,1,"1,489795918",2,1,"1,469387755","0,1","46,15384615",112,55,1272,"230,7990425","0,01562356949"
256,SAA,50,10,2,10,60,1,1299,"0,01561522484",96,8,2,1,"1,591836735",2,1,"1,612244898","0,1",50,80,40,1299,"227,1324975","0,01561522484"
257,HS,50,10,2,10,60,1,899,0,96,8,2,1,"1,591836735",2,1,"1,612244898","0,1",50,80,40,899,"227,1324975",0
258,RS,50,10,2,10,60,1,1239,"0,00651097298",96,8,2,1,"1,591836735",2,1,"1,612244898","0,1",50,80,40,1239,"223,4998559","0,00651097298"
259,SAA,50,10,2,10,60,1,1055,0,95,9,2,1,"1,591836735",2,1,"1,571428571","0,1","44,23076923",86,43,1055,"330,2497556",0
260,HS,50,10,2,10,60,1,655,"0,01561808586",95,9,2,1,"1,591836735",2,1,"1,571428571","0,1","44,23076923",86,43,655,"330,2497556","0,01561808586"
261,RS,50,10,2,10,60,1,928,"0,00650858879",95,9,2,1,"1,591836735",2,1,"1,571428571","0,1","44,23076923",86,43,928,"330,2497556","0,00650858879"
262,SAA,50,10,2,10,60,1,1299,"0,01561975479",89,10,2,1,"1,489795918",2,1,"1,530612245","0,1","63,46153846",116,58,1299,"82,25442932","0,01561975479"
263,HS,50,10,2,10,60,1,1021,0,89,10,2,1,"1,489795918",2,1,"1,530612245","0,1","63,46153846",116,58,1021,"82,25442932",0
264,RS,50,10,2,10,60,1,1662,"0,00650668144",89,10,2,1,"1,489795918",2,1,"1,530612245","0,1","63,46153846",116,58,1662,"82,25442932","0,00650668144"
265,SAA,50,10,2,10,60,1,1141,0,96,8,2,1,"1,591836735",2,1,"1,612244898","0,1","63,46153846",108,54,1141,"165,5644395",0
266,HS,50,10,2,10,60,1,973,0,96,8,2,1,"1,591836735",2,1,"1,612244898","0,1","63,46153846",108,54,973,"165,5644395",0
267,RS,50,10,2,10,60,1,3928,"0,02213454247",96,8,2,1,"1,591836735",2,1,"1,612244898","0,1","63,46153846",108,54,3928,"165,5644395","0,02213454247"
268,SAA,50,10,2,10,60,1,1186,"0,01561880112",90,8,2,1,"1,448979592",2,1,"1,510204082","0,1","44,23076923",94,47,1186,"337,2459792","0,01561880112"
269,HS,50,10,2,10,60,1,665,"0,0156223774",90,8,2,1,"1,448979592",2,1,"1,510204082","0,1","44,23076923",94,47,665,"337,2459792","0,0156223774"
270,RS,50,10,2,10,60,1,898,"0,0059838295",90,8,2,1,"1,448979592",2,1,"1,510204082","0,1","44,23076923",94,47,898,"337,2459792","0,0059838295"
271,SAA,50,10,2,10,60,2,1184,0,95,8,2,1,"1,612244898",2,1,"1,612244898","0,1","48,07692308",153,51,1184,"180,6299301",0
272,HS,50,10,2,10,60,2,778,0,95,8,2,1,"1,612244898",2,1,"1,612244898","0,1","48,07692308",153,51,778,"180,6299301",0
273,RS,50,10,2,10,60,2,2802,"0,01562309265",95,8,2,1,"1,612244898",2,1,"1,612244898","0,1","48,07692308",153,51,2802,"180,4500831","0,01562309265"
274,SAA,50,10,2,10,60,2,1312,0,94,9,2,1,"1,571428571",2,1,"1,571428571","0,1","65,38461538",177,59,1312,"125,6267221",0
275,HS,50,10,2,10,60,2,1167,0,94,9,2,1,"1,571428571",2,1,"1,571428571","0,1","65,38461538",177,59,1167,"125,6267221",0
276,RS,50,10,2,10,60,2,4430,"0,03124189377",94,9,2,1,"1,571428571",2,1,"1,571428571","0,1","65,38461538",177,59,4430,"125,6267221","0,03124189377"
277,SAA,50,10,2,10,60,2,1480,"0,01561975479",93,7,2,1,"1,530612245",2,1,"1,571428571","0,1","71,15384615",129,43,1480,"121,1190072","0,01561975479"
278,HS,50,10,2,10,60,2,1249,0,93,7,2,1,"1,530612245",2,1,"1,571428571","0,1","71,15384615",129,43,1249,"121,1190072",0
279,RS,50,10,2,10,60,2,7004,"0,05337572098",93,7,2,1,"1,530612245",2,1,"1,571428571","0,1","71,15384615",129,43,7004,"121,1190072","0,05337572098"
280,SAA,50,10,2,10,60,2,1210,"0,01088929176",92,9,2,1,"1,571428571",2,1,"1,551020408","0,1","55,76923077",129,43,1210,"118,5229488","0,01088929176"
281,HS,50,10,2,10,60,2,882,"0,00299215317",92,9,2,1,"1,571428571",2,1,"1,551020408","0,1","55,76923077",129,43,882,"118,5229488","0,00299215317"
282,RS,50,10,2,10,60,2,2012,"0,01795268059",92,9,2,1,"1,571428571",2,1,"1,551020408","0,1","55,76923077",129,40,2012,"118,5229488","0,01795268059"
283,SAA,50,10,2,10,60,2,999,"0,00498604774",93,10,2,1,"1,510204082",2,1,"1,551020408","0,1","53,84615385",123,41,999,"141,096428","0,00498604774"
284,HS,50,10,2,10,60,2,761,"0,01096820831",93,10,2,1,"1,510204082",2,1,"1,551020408","0,1","53,84615385",123,41,761,"141,096428","0,01096820831"
285,RS,50,10,2,10,60,2,2018,"0,01994490623",93,10,2,1,"1,510204082",2,1,"1,551020408","0,1","53,84615385",123,41,2018,"141,096428","0,01994490623"
286,SAA,50,10,2,10,60,2,1686,"0,02110099792",93,9,2,1,"1,571428571",2,1,"1,612244898","0,1","67,30769231",129,43,1686,"143,4755948","0,02110099792"
287,HS,50,10,2,10,60,2,1364,"0,00201487541",93,9,2,1,"1,571428571",2,1,"1,612244898","0,1","67,30769231",129,43,1364,"143,4755948","0,00201487541"
288,RS,50,10,2,10,60,2,2751,"0,02393746376",93,9,2,1,"1,571428571",2,1,"1,612244898","0,1","67,30769231",129,43,2751,"143,4755948","0,02393746376"
289,SAA,50,10,2,10,60,2,911,"0,01994872093",92,8,2,1,"1,510204082",2,1,"1,591836735","0,1","53,84615385",171,57,911,"242,0978069","0,01994872093"
290,HS,50,10,2,10,60,2,689,"0,00498700142",92,8,2,1,"1,510204082",2,1,"1,591836735","0,1","53,84615385",171,57,689,"242,0978069","0,00498700142"
291,RS,50,10,2,10,60,2,3632,"0,03091597557",92,8,2,1,"1,510204082",2,1,"1,591836735","0,1","53,84615385",171,57,3632,"242,0978069","0,03091597557"
292,SAA,50,10,2,10,60,2,1133,"0,00698280334",92,10,2,1,"1,571428571",2,1,"1,530612245","0,1","59,61538462",123,41,1133,"234,228367","0,00698280334"
293,HS,50,10,2,10,60,2,853,0,92,10,2,1,"1,571428571",2,1,"1,530612245","0,1","59,61538462",123,41,853,"234,228367",0
294,RS,50,10,2,10,60,2,5531,"0,05933690071",92,10,2,1,"1,571428571",2,1,"1,530612245","0,1","59,61538462",123,41,5531,"234,228367","0,05933690071"
295,SAA,50,10,2,10,60,2,1272,"0,00698304176",95,8,2,1,"1,551020408",2,1,"1,612244898","0,1","67,30769231",129,43,1272,"187,0251732","0,00698304176"
296,HS,50,10,2,10,60,2,1000,"0,00697922707",95,8,2,1,"1,551020408",2,1,"1,612244898","0,1","67,30769231",129,43,1000,"187,0251732","0,00697922707"
297,RS,50,10,2,10,60,2,2183,"0,02593207359",95,8,2,1,"1,551020408",2,1,"1,612244898","0,1","67,30769231",129,43,2183,"187,0251732","0,02593207359"
298,SAA,50,10,2,10,60,2,1045,"0,00598287582",95,8,2,1,"1,530612245",2,1,"1,530612245","0,1",50,162,54,1045,"294,0398791","0,00598287582"
299,HS,50,10,2,10,60,2,742,"0,00498723984",95,8,2,1,"1,530612245",2,1,"1,530612245","0,1",50,162,54,742,"294,0398791","0,00498723984"
300,RS,50,10,2,10,60,2,1893,"0,01396226883",95,8,2,1,"1,530612245",2,1,"1,530612245","0,1",50,162,54,1893,"294,0398791","0,01396226883"
301,SAA,50,10,2,10,80,1,1469,"0,01296496391",95,8,2,1,"1,551020408",2,1,"1,551020408","0,1","76,92307692",112,56,1469,"215,1202545","0,01296496391"
302,HS,50,10,2,10,80,1,1290,"0,02072405815",95,8,2,1,"1,551020408",2,1,"1,551020408","0,1","76,92307692",112,56,1290,"215,1202545","0,02072405815"
303,RS,50,10,2,10,80,1,3374,"0,03989481926",95,8,2,1,"1,551020408",2,1,"1,551020408","0,1","76,92307692",112,49,3374,"215,1202545","0,03989481926"
304,SAA,50,10,2,10,80,1,1408,"0,009973526",94,8,2,1,"1,510204082",2,1,"1,551020408","0,1","73,07692308",86,43,1408,"171,7660048","0,009973526"
305,HS,50,10,2,10,80,1,1237,"0,00598406792",94,8,2,1,"1,510204082",2,1,"1,551020408","0,1","73,07692308",86,43,1237,"171,7660048","0,00598406792"
306,RS,50,10,2,10,80,1,4806,"0,04787302017",94,8,2,1,"1,510204082",2,1,"1,551020408","0,1","73,07692308",86,43,4806,"171,7660048","0,04787302017"
307,SAA,50,10,2,10,80,1,1233,"0,00997257233",93,8,2,1,"1,571428571",2,1,"1,510204082","0,1","71,15384615",96,48,1233,"103,1885301","0,00997257233"
308,HS,50,10,2,10,80,1,955,"0,01096916199",93,8,2,1,"1,571428571",2,1,"1,510204082","0,1","71,15384615",96,48,955,"103,1885301","0,01096916199"
309,RS,50,10,2,10,80,1,3213,"0,02992010117",93,8,2,1,"1,571428571",2,1,"1,510204082","0,1","71,15384615",96,43,3213,"103,1885301","0,02992010117"
310,SAA,50,10,2,10,80,1,1752,"0,01495981216",95,7,2,1,"1,489795918",2,1,"1,551020408","0,1","71,15384615",88,44,1752,"86,47235961","0,01495981216"
311,HS,50,10,2,10,80,1,1404,"0,01196789742",95,7,2,1,"1,489795918",2,1,"1,551020408","0,1","71,15384615",88,44,1404,"86,47235961","0,01196789742"
312,RS,50,10,2,10,80,1,5657,"0,05784416199",95,7,2,1,"1,489795918",2,1,"1,551020408","0,1","71,15384615",88,43,5657,"86,47235961","0,05784416199"
313,SAA,50,10,2,10,80,1,1625,"0,00598335266",95,8,2,1,"1,653061224",2,1,"1,612244898","0,1","78,84615385",108,54,1625,"57,96227388","0,00598335266"
314,HS,50,10,2,10,80,1,1438,"0,00598311424",95,8,2,1,"1,653061224",2,1,"1,612244898","0,1","78,84615385",108,54,1438,"57,96227388","0,00598311424"
315,RS,50,10,2,10,80,1,7496,"0,04687571526",95,8,2,1,"1,653061224",2,1,"1,612244898","0,1","78,84615385",108,54,7496,"57,96227388","0,04687571526"
316,SAA,50,10,2,10,80,1,1660,"0,00698113441",90,8,2,1,"1,510204082",2,1,"1,489795918","0,1","84,61538462",82,41,1660,"29,9072174","0,00698113441"
317,HS,50,10,2,10,80,1,1484,"0,00398921967",90,8,2,1,"1,510204082",2,1,"1,489795918","0,1","84,61538462",82,41,1484,"29,9072174","0,00398921967"
318,RS,50,10,2,10,80,1,4766,"0,03889679909",90,8,2,1,"1,510204082",2,1,"1,489795918","0,1","84,61538462",82,41,4766,"22,95331482","0,03889679909"
319,SAA,50,10,2,10,80,1,1892,"0,01795363426",95,7,2,1,"1,571428571",2,1,"1,571428571","0,1","84,61538462",108,54,1892,"52,07081473","0,01795363426"
320,HS,50,10,2,10,80,1,1726,"0,00498437881",95,7,2,1,"1,571428571",2,1,"1,571428571","0,1","84,61538462",108,54,1726,"52,07081473","0,00498437881"
321,RS,50,10,2,10,80,1,5890,"0,053855896",95,7,2,1,"1,571428571",2,1,"1,571428571","0,1","84,61538462",108,54,5890,"52,07081473","0,053855896"
322,SAA,50,10,2,10,80,1,1872,"0,02194166183",94,8,2,1,"1,530612245",2,1,"1,612244898","0,1","82,69230769",102,51,1872,"4,687675709","0,02194166183"
323,HS,50,10,2,10,80,1,1699,"0,01595473289",94,8,2,1,"1,530612245",2,1,"1,612244898","0,1","82,69230769",102,51,1699,"4,687675709","0,01595473289"
324,RS,50,10,2,10,80,1,5362,"0,0478720665",94,8,2,1,"1,530612245",2,1,"1,612244898","0,1","82,69230769",102,51,5362,"4,687675709","0,0478720665"
325,SAA,50,10,2,10,80,1,1720,"0,01097154617",92,7,2,1,"1,510204082",2,1,"1,530612245","0,1","84,61538462",116,58,1720,"58,21824847","0,01097154617"
326,HS,50,10,2,10,80,1,1546,"0,00897550583",92,7,2,1,"1,510204082",2,1,"1,530612245","0,1","84,61538462",116,58,1546,"58,21824847","0,00897550583"
327,RS,50,10,2,10,80,1,6541,"0,05584764481",92,7,2,1,"1,510204082",2,1,"1,530612245","0,1","84,61538462",116,58,6541,"58,21824847","0,05584764481"
328,SAA,50,10,2,10,80,1,1233,"0,00498700142",93,8,2,1,"1,551020408",2,1,"1,530612245","0,1",75,90,45,1233,"191,5169341","0,00498700142"
329,HS,50,10,2,10,80,1,1108,"0,00997495651",93,8,2,1,"1,551020408",2,1,"1,530612245","0,1",75,90,45,1108,"191,5169341","0,00997495651"
330,RS,50,10,2,10,80,1,2855,"0,02692890167",93,8,2,1,"1,551020408",2,1,"1,530612245","0,1",75,90,45,2855,"191,5169341","0,02692890167"
331,SAA,50,10,2,10,80,2,1786,"0,03124856949",93,8,2,1,"1,510204082",2,1,"1,551020408","0,1","76,92307692",150,50,1786,"108,9056205","0,03124856949"
332,HS,50,10,2,10,80,2,1534,"0,02171969414",93,8,2,1,"1,510204082",2,1,"1,551020408","0,1","76,92307692",150,50,1534,"108,9056205","0,02171969414"
333,RS,50,10,2,10,80,2,4421,"0,03889465332",93,8,2,1,"1,510204082",2,1,"1,551020408","0,1","76,92307692",150,50,4421,"108,9056205","0,03889465332"
334,SAA,50,10,2,10,80,2,1717,"0,01196861267",94,8,2,1,"1,591836735",2,1,"1,571428571","0,1","82,69230769",156,52,1717,"54,87344477","0,01196861267"
335,HS,50,10,2,10,80,2,1528,"0,00997376442",94,8,2,1,"1,591836735",2,1,"1,571428571","0,1","82,69230769",156,52,1528,"54,87344477","0,00997376442"
336,RS,50,10,2,10,80,2,10420,"0,09274983406",94,8,2,1,"1,591836735",2,1,"1,571428571","0,1","82,69230769",156,52,10420,"54,87344477","0,09274983406"
337,SAA,50,10,2,10,80,2,1521,"0,01097178459",91,10,2,1,"1,551020408",2,1,"1,530612245","0,1",75,207,69,1521,"85,11208191","0,01097178459"
338,HS,50,10,2,10,80,2,1305,"0,00698208809",91,10,2,1,"1,551020408",2,1,"1,530612245","0,1",75,207,69,1305,"85,11208191","0,00698208809"
339,RS,50,10,2,10,80,2,8701,"0,0708091259",91,10,2,1,"1,551020408",2,1,"1,530612245","0,1",75,207,69,8701,"85,11208191","0,0708091259"
340,SAA,50,10,2,10,80,2,1617,"0,01296472549",95,7,2,1,"1,510204082",2,1,"1,591836735","0,1","80,76923077",147,49,1617,"117,2162839","0,01296472549"
