;batch;instance;algo;par_Vertices;par_Layer;par_Fan;par_DicountedRate;par_PercNeg;par_CP;vertices;edges;diameter;max in degree;min in degree;mean in degree;max out degree;min out degree;mean out degree;discounted Rate;negative activities;deadline;last task Early Finish;effort;NPV;time
96;['50', '10', '2', '10', '100'];dg2.tpf;SAA;50;10;2;10;100;2;52;89;9;2;1;1.530612244897959;2;1;1.4489795918367347;0.1;96.15384615384616;144;48;2076;-0.01206934780278378;0.007335662841796875
97;['50', '10', '2', '10', '100'];dg2.tpf;HS;50;10;2;10;100;2;52;89;9;2;1;1.530612244897959;2;1;1.4489795918367347;0.1;96.15384615384616;144;48;1961;-0.01206934780278378;0.0036439895629882812
98;['50', '10', '2', '10', '100'];dg2.tpf;RS;50;10;2;10;100;2;52;89;9;2;1;1.530612244897959;2;1;1.4489795918367347;0.1;96.15384615384616;144;48;12510;-0.01206934780278378;0.06667423248291016
99;['50', '10', '2', '10', '100'];dg3.tpf;SAA;50;10;2;10;100;2;52;94;8;2;1;1.510204081632653;2;1;1.5714285714285714;0.1;96.15384615384616;141;47;2238;-0.007902811634338416;0.02156972885131836
100;['50', '10', '2', '10', '100'];dg3.tpf;HS;50;10;2;10;100;2;52;94;8;2;1;1.510204081632653;2;1;1.5714285714285714;0.1;96.15384615384616;141;47;2136;-0.007902811634338416;0.007910490036010742
101;['50', '10', '2', '10', '100'];dg3.tpf;RS;50;10;2;10;100;2;52;94;8;2;1;1.510204081632653;2;1;1.5714285714285714;0.1;96.15384615384616;141;47;6282;-0.007902811634338416;0.03198122978210449
102;['50', '10', '2', '10', '100'];dg4.tpf;SAA;50;10;2;10;100;2;52;97;8;2;1;1.6122448979591837;2;1;1.6326530612244898;0.1;96.15384615384616;153;51;2298;-0.005357550920679159;0.007992029190063477
103;['50', '10', '2', '10', '100'];dg4.tpf;HS;50;10;2;10;100;2;52;97;8;2;1;1.6122448979591837;2;1;1.6326530612244898;0.1;96.15384615384616;153;51;2197;-0.005357550920679159;0.012222766876220703
104;['50', '10', '2', '10', '100'];dg4.tpf;RS;50;10;2;10;100;2;52;97;8;2;1;1.6122448979591837;2;1;1.6326530612244898;0.1;96.15384615384616;153;51;10227;-0.005357550920679159;0.13055634498596191
105;['50', '10', '2', '10', '100'];dg5.tpf;SAA;50;10;2;10;100;2;52;97;7;2;1;1.5714285714285714;2;1;1.6326530612244898;0.1;96.15384615384616;153;51;2302;-0.00458265748852401;0.017364025115966797
106;['50', '10', '2', '10', '100'];dg5.tpf;HS;50;10;2;10;100;2;52;97;7;2;1;1.5714285714285714;2;1;1.6326530612244898;0.1;96.15384615384616;153;51;2199;-0.00458265748852401;0.013093709945678711
107;['50', '10', '2', '10', '100'];dg5.tpf;RS;50;10;2;10;100;2;52;97;7;2;1;1.5714285714285714;2;1;1.6326530612244898;0.1;96.15384615384616;153;51;6480;-0.00458265748852401;0.0772864818572998
108;['50', '10', '2', '10', '100'];dg6.tpf;SAA;50;10;2;10;100;2;52;94;8;2;1;1.5714285714285714;2;1;1.5714285714285714;0.1;96.15384615384616;141;47;2164;-0.01875476810937218;0.008045673370361328
109;['50', '10', '2', '10', '100'];dg6.tpf;HS;50;10;2;10;100;2;52;94;8;2;1;1.5714285714285714;2;1;1.5714285714285714;0.1;96.15384615384616;141;47;2052;-0.01875476810937218;0.007765531539916992
110;['50', '10', '2', '10', '100'];dg6.tpf;RS;50;10;2;10;100;2;52;94;8;2;1;1.5714285714285714;2;1;1.5714285714285714;0.1;96.15384615384616;141;47;8713;-0.01875476810937218;0.04790163040161133
111;['50', '10', '2', '10', '100'];dg7.tpf;SAA;50;10;2;10;100;2;52;95;8;2;1;1.5714285714285714;2;1;1.530612244897959;0.1;96.15384615384616;114;38;2154;-0.10328293679592374;0.00803995132446289
112;['50', '10', '2', '10', '100'];dg7.tpf;HS;50;10;2;10;100;2;52;95;8;2;1;1.5714285714285714;2;1;1.530612244897959;0.1;96.15384615384616;114;38;2064;-0.10328293679592374;0.008835077285766602
113;['50', '10', '2', '10', '100'];dg7.tpf;RS;50;10;2;10;100;2;52;95;8;2;1;1.5714285714285714;2;1;1.530612244897959;0.1;96.15384615384616;114;38;6904;-0.10328293679592374;0.06775760650634766
114;['50', '10', '2', '10', '100'];dg8.tpf;SAA;50;10;2;10;100;2;52;95;8;2;1;1.5510204081632653;2;1;1.5714285714285714;0.1;96.15384615384616;159;53;2227;-0.0021663968438516575;0.012245655059814453
115;['50', '10', '2', '10', '100'];dg8.tpf;HS;50;10;2;10;100;2;52;95;8;2;1;1.5510204081632653;2;1;1.5714285714285714;0.1;96.15384615384616;159;53;2126;-0.0021663968438516575;0.009748697280883789
116;['50', '10', '2', '10', '100'];dg8.tpf;RS;50;10;2;10;100;2;52;95;8;2;1;1.5510204081632653;2;1;1.5714285714285714;0.1;96.15384615384616;159;53;6748;-0.0021663968438516575;0.04186272621154785
117;['50', '10', '2', '10', '100'];dg9.tpf;SAA;50;10;2;10;100;2;52;92;9;2;1;1.5918367346938775;2;1;1.5714285714285714;0.1;96.15384615384616;189;63;2233;-0.0002968803640845446;0.008090019226074219
118;['50', '10', '2', '10', '100'];dg9.tpf;HS;50;10;2;10;100;2;52;92;9;2;1;1.5918367346938775;2;1;1.5714285714285714;0.1;96.15384615384616;189;63;2106;-0.0002968803640845446;0.008042573928833008
119;['50', '10', '2', '10', '100'];dg9.tpf;RS;50;10;2;10;100;2;52;92;9;2;1;1.5918367346938775;2;1;1.5714285714285714;0.1;96.15384615384616;189;63;14935;-0.0002968803640845446;0.09266901016235352
120;['50', '10', '2', '10', '20'];dg1.tpf;SAA;50;10;2;10;20;1;52;94;8;2;1;1.5510204081632653;2;1;1.5918367346938775;0.1;23.076923076923077;92;46;559;507.7399320599503;0.00799417495727539
121;['50', '10', '2', '10', '20'];dg1.tpf;HS;50;10;2;10;20;1;52;94;8;2;1;1.5510204081632653;2;1;1.5918367346938775;0.1;23.076923076923077;92;46;331;507.7399320599503;0.001033782958984375
122;['50', '10', '2', '10', '20'];dg1.tpf;RS;50;10;2;10;20;1;52;94;8;2;1;1.5510204081632653;2;1;1.5918367346938775;0.1;23.076923076923077;92;46;534;507.7399320599503;0.010830163955688477
123;['50', '10', '2', '10', '20'];dg10.tpf;SAA;50;10;2;10;20;1;52;94;7;2;1;1.510204081632653;2;1;1.5510204081632653;0.1;11.538461538461538;80;40;292;617.3241126751852;0.000997304916381836
124;['50', '10', '2', '10', '20'];dg10.tpf;HS;50;10;2;10;20;1;52;94;7;2;1;1.510204081632653;2;1;1.5510204081632653;0.1;11.538461538461538;80;40;153;617.3241126751852;0.0
