batch,instance,algo,vertices,layer,fan,disRate,percNeg,cpMult,g_vertices,g_edges,g_diameter,g_max in degree,g_min in degree,g_mean in degree,g_max out degree,g_min out degree,g_mean out degree,g_disRate,g_perc Negative,g_deadline,g_last task Early Finish,effort,NPV,time
Random,dg0105_76_172.tpf,HS,76,11,CACULATED_DEGREE,4.0,13.0,E2,76,173,12,11,1,2.287671232876712,9,1,2.26027397260274,0.04,11.842105263157894,2000,72,326,173.88470502427657,0.0
Random,dg0105_76_172.tpf,RS,76,11,CACULATED_DEGREE,4.0,13.0,E2,76,173,12,11,1,2.287671232876712,9,1,2.26027397260274,0.04,11.842105263157894,2000,70,750,173.88470502427657,0.0
Random,dg0106_44_78.tpf,SAA,44,34,CACULATED_DEGREE,6.0,62.0,E1,44,79,21,5,1,1.829268292682927,9,1,1.853658536585366,0.06,59.09090909090909,1000,143,1471,9.65625977226297,0.0
Random,dg0106_44_78.tpf,HS,44,34,CACULATED_DEGREE,6.0,62.0,E1,44,79,21,5,1,1.829268292682927,9,1,1.853658536585366,0.06,59.09090909090909,1000,143,845,9.65625977226297,0.0
Random,dg0106_44_78.tpf,RS,44,34,CACULATED_DEGREE,6.0,62.0,E1,44,79,21,5,1,1.829268292682927,9,1,1.853658536585366,0.06,59.09090909090909,1000,136,6292,9.65625977226297,0.015588998794555664
Random,dg0107_59_119.tpf,SAA,59,35,CACULATED_DEGREE,12.0,21.0,E1,59,120,18,6,1,1.9821428571428572,11,1,2.0892857142857144,0.12,22.033898305084744,1000,124,2490,13.231825611787725,0.015638351440429688
Random,dg0107_59_119.tpf,HS,59,35,CACULATED_DEGREE,12.0,21.0,E1,59,120,18,6,1,1.9821428571428572,11,1,2.0892857142857144,0.12,22.033898305084744,1000,124,577,13.231825611787725,0.0
Random,dg0107_59_119.tpf,RS,59,35,CACULATED_DEGREE,12.0,21.0,E1,59,120,18,6,1,1.9821428571428572,11,1,2.0892857142857144,0.12,22.033898305084744,1000,124,1703,13.231825611787725,0.0
Random,dg0108_18_25.tpf,SAA,18,14,CACULATED_DEGREE,16.0,49.0,E1,18,26,13,4,1,1.4666666666666666,5,1,1.5333333333333334,0.16,38.88888888888889,1000,56,201,0.8686075445198155,0.0
Random,dg0108_18_25.tpf,HS,18,14,CACULATED_DEGREE,16.0,49.0,E1,18,26,13,4,1,1.4666666666666666,5,1,1.5333333333333334,0.16,38.88888888888889,1000,56,108,0.8686075445198155,0.0
